92;Sofia Oliveira;Setúbal
93;Paulo Santos;Leiria
94;Inês Teixeira;Leiria
95;Luís Santos;Évora
96;Andreia Rodrigues;Leiria
97;Ana Rodrigues;Faro
98;Luís Ribeiro;Aveiro
99;Bruno Fernandes;Braga
100;Tiago Oliveira;Braga
101;Rita Martins;Viseu
102;Patrícia Gonçalves;Coimbra
103;Marta Silva;Aveiro
104;Ana Teixeira;Porto
105;Paulo Ferreira;Lisboa
106;Miguel Costa;Viseu
107;Ana Alves;Porto
108;Maria Pinto;Porto
109;Marta Fernandes;Faro
110;Luís Marques;Porto
111;Pedro Costa;Braga
112;Bruno Lopes;Faro
113;Sofia Alves;Aveiro
114;Inês Pereira;Coimbra
115;Rita Teixeira;Évora
116;Ana Gomes;Aveiro
117;Catarina Santos;Évora
118;Fábio Sousa;Leiria
119;Marta Ribeiro;Lisboa
120;Rui Fernandes;Leiria
121;Carla Carvalho;Braga
122;Miguel Gonçalves;Coimbra
123;Bruno Gonçalves;Lisboa
124;Carla Ribeiro;Setúbal
125;Luís Gomes;Porto
126;Andreia Teixeira;Braga
127;Marta Oliveira;Viseu
128;Rita Ferreira;Viseu
129;Ana Ferreira;Leiria
130;Sofia Pinto;Setúbal
131;Andreia Ribeiro;Lisboa
132;Inês Marques;Évora
133;Maria Fernandes;Coimbra
134;Ana Silva;Évora
135;Ana Lopes;Leiria
136;Luís Ribeiro;Coimbra
137;Tiago Gomes;Braga
138;Ana Gonçalves;Braga
139;Maria Marques;Setúbal
140;Miguel Gomes;Porto
141;Bruno Ribeiro;Leiria
142;Sofia Costa;Coimbra
143;Patrícia Santos;Leiria
144;Daniel Costa;Aveiro
145;Luís Rodrigues;Braga
146;Maria Ribeiro;Braga
147;Marta Rodrigues;Faro
148;Inês Jesus;Setúbal
149;Tiago Fernandes;Braga
150;Carla Lopes;Leiria
151;Rui Ribeiro;Évora
152;Rita Marques;Coimbra
153;Marta Oliveira;Leiria
154;Rui Lopes;Faro
155;João Fernandes;Viseu
156;Miguel Sousa;Porto
157;Inês Sousa;Porto
158;Catarina Jesus;Braga
159;Pedro Oliveira;Faro
160;Catarina Marques;Porto
161;Andreia Gonçalves;Évora
162;Sofia Costa;Setúbal
163;Inês Costa;Coimbra
164;Luís Santos;Porto
165;Inês Santos;Viseu
166;Andreia Martins;Braga
167;João Santos;Leiria
168;Andreia Jesus;Porto
169;Carla Sousa;Setúbal
170;Bruno Ferreira;Braga
171;Ana Oliveira;Aveiro
172;Andreia Martins;Leiria
173;Paulo Silva;Évora
174;Bruno Costa;Braga
175;Rita Santos;Coimbra
176;Patrícia Oliveira;Lisboa
177;Miguel Silva;Leiria
178;Maria Carvalho;Évora
179;Inês Silva;Coimbra
180;Rui Teixeira;Braga
181;Tiago Lopes;Coimbra
182;Daniel Lopes;Coimbra
183;Carla Lopes;Viseu
184;Fábio Fernandes;Lisboa
185;Catarina Santos;Viseu
186;Daniel Silva;Porto
187;Pedro Gonçalves;Aveiro
188;Patrícia Teixeira;Porto
189;Fábio Gomes;Coimbra
190;Catarina Sousa;Porto
191;Tiago Jesus;Aveiro
192;Maria Pinto;Faro
193;Fábio Santos;Porto
194;Carla Lopes;Setúbal
195;Fábio Sousa;Viseu
196;Luís Pereira;Faro
197;Inês Sousa;Leiria
198;Bruno Gonçalves;Coimbra
199;Bruno Teixeira;Lisboa
200;Carla Alves;Coimbra
201;Inês Carvalho;Faro
202;Catarina Gomes;Leiria
203;Andreia Pinto;Leiria
204;Patrícia Martins;Braga
205;Bruno Martins;Braga
206;Bruno Jesus;Viseu
207;Marta Pereira;Aveiro
208;Inês Silva;Porto
209;Paulo Lopes;Leiria
210;Sofia Teixeira;Braga
211;Tiago Oliveira;Setúbal
212;Marta Silva;Coimbra
213;Rita Gomes;Évora
214;Marta Oliveira;Setúbal
215;Fábio Gomes;Lisboa
216;Rita Gomes;Faro
217;Sofia Gonçalves;Braga
218;Carla Ribeiro;Viseu
219;Daniel Alves;Porto
220;Inês Ferreira;Porto
221;Rui Rodrigues;Braga
222;Bruno Sousa;Viseu
223;Daniel Gonçalves;Porto
224;Fábio Santos;Viseu
225;Miguel Gonçalves;Leiria
226;Rita Santos;Braga
227;Rita Carvalho;Coimbra
228;Daniel Rodrigues;Setúbal
229;Paulo Martins;Lisboa
230;Carla Costa;Braga
231;Daniel Pereira;Braga
232;Pedro Teixeira;Évora
233;Marta Silva;Viseu
234;Luís Silva;Évora
235;Tiago Carvalho;Viseu
236;João Martins;Aveiro
237;Rita Jesus;Setúbal
238;Rui Rodrigues;Évora
239;Bruno Gonçalves;Évora
240;Marta Rodrigues;Braga
241;Tiago Santos;Aveiro
242;Catarina Rodrigues;Aveiro
243;João Gonçalves;Lisboa
244;Paulo Ribeiro;Viseu
245;Luís Marques;Porto
246;Tiago Santos;Coimbra
247;Rita Gomes;Aveiro
248;Paulo Jesus;Aveiro
249;Rui Martins;Porto
250;Patrícia Fernandes;Coimbra
251;Fábio Oliveira;Braga
252;Rui Fernandes;Porto
253;Maria Carvalho;Lisboa
254;Inês Rodrigues;Évora
255;Catarina Lopes;Braga
256;Andreia Gomes;Porto
257;Sofia Silva;Leiria
258;Carla Alves;Porto
259;Sofia Pinto;Leiria
260;Miguel Ferreira;Porto
261;Rui Pereira;Braga
262;Ana Silva;Porto
263;Maria Rodrigues;Porto
264;Tiago Pereira;Viseu
265;Sofia Pereira;Coimbra
266;Patrícia Gonçalves;Aveiro
267;Ana Alves;Braga
268;Tiago Pinto;Viseu
269;Fábio Oliveira;Évora
270;Paulo Martins;Porto
271;Patrícia Silva;Leiria
272;Rui Gonçalves;Viseu
273;Catarina Gomes;Aveiro
274;Pedro Jesus;Aveiro
275;Maria Oliveira;Leiria
276;Carla Ferreira;Coimbra
277;Inês Santos;Coimbra
278;Ana Sousa;Lisboa
279;Sofia Ferreira;Setúbal
280;Catarina Ferreira;Porto
281;Luís Carvalho;Porto
282;Patrícia Jesus;Évora
283;Marta Marques;Évora
284;João Silva;Porto
285;Inês Ribeiro;Coimbra
286;Paulo Teixeira;Aveiro
287;Sofia Jesus;Porto
288;Paulo Pinto;Viseu
289;Daniel Fernandes;Coimbra
290;Carla Pereira;Setúbal
291;Marta Jesus;Viseu
292;Tiago Alves;Leiria
293;Maria Pinto;Viseu
294;Ana Jesus;Lisboa
295;Andreia Ribeiro;Porto
296;Luís Costa;Évora
297;Fábio Costa;Coimbra
298;Andreia Gomes;Aveiro
299;Fábio Alves;Braga
300;Tiago Sousa;Évora
301;Bruno Martins;Faro
302;Andreia Pinto;Viseu
303;Maria Carvalho;Braga
304;Fábio Lopes;Lisboa
305;Carla Alves;Lisboa
306;Maria Costa;Setúbal
307;Luís Ribeiro;Aveiro
308;Carla Oliveira;Aveiro
309;Luís Alves;Braga
310;Bruno Lopes;Faro
311;Maria Marques;Viseu
312;Paulo Rodrigues;Leiria
313;Tiago Pinto;Viseu
314;Maria Pinto;Setúbal
315;Marta Marques;Faro
316;Catarina Rodrigues;Viseu
317;Luís Costa;Porto
318;Carla Pinto;Leiria
319;João Marques;Aveiro
320;Rita Teixeira;Lisboa
321;Ana Santos;Setúbal
322;Rui Oliveira;Leiria
323;Catarina Fernandes;Faro
324;Rui Gomes;Setúbal
325;Marta Pereira;Braga
326;Catarina Alves;Évora
327;Rita Rodrigues;Setúbal
328;João Alves;Leiria
329;João Rodrigues;Viseu
330;Miguel Ferreira;Aveiro
331;Patrícia Lopes;Viseu
332;Daniel Pereira;Coimbra
333;Miguel Marques;Lisboa
334;Andreia Pereira;Viseu
335;Paulo Sousa;Braga
336;Andreia Fernandes;Leiria
337;Catarina Silva;Évora
338;Catarina Oliveira;Porto
339;Patrícia Jesus;Aveiro
340;Bruno Oliveira;Lisboa
341;Tiago Pinto;Porto
342;Maria Fernandes;Porto
343;Pedro Jesus;Viseu
344;Maria Silva;Braga
345;Rita Pereira;Leiria
346;João Gonçalves;Coimbra
347;Rui Sousa;Aveiro
348;Rui Gonçalves;Aveiro
349;Inês Rodrigues;Lisboa
350;Tiago Silva;Viseu
351;Catarina Rodrigues;Porto
352;Rui Costa;Porto
353;Daniel Lopes;Setúbal
354;Daniel Gonçalves;Viseu
355;Ana Jesus;Leiria
356;Bruno Alves;Lisboa
357;Sofia Santos;Braga
358;Daniel Pereira;Coimbra
359;Maria Rodrigues;Braga
360;Rui Lopes;Leiria
361;Rita Carvalho;Lisboa
362;Pedro Rodrigues;Porto
363;Daniel Fernandes;Leiria
364;Rui Teixeira;Évora
365;Sofia Oliveira;Évora
366;Maria Gomes;Évora
367;Andreia Sousa;Lisboa
368;Patrícia Santos;Setúbal
369;Rita Carvalho;Leiria
370;Inês Teixeira;Faro
371;Inês Ferreira;Porto
372;Luís Ribeiro;Faro
373;Patrícia Costa;Setúbal
374;Patrícia Carvalho;Setúbal
375;Miguel Sousa;Porto
376;Carla Gonçalves;Braga
377;Rita Ribeiro;Porto
378;Rita Gonçalves;Setúbal
379;Andreia Gomes;Aveiro
380;Miguel Lopes;Setúbal
381;Maria Gomes;Faro
382;Rita Marques;Évora
383;Paulo Gonçalves;Leiria
384;Carla Silva;Porto
385;Fábio Fernandes;Aveiro
386;Ana Santos;Leiria
387;Miguel Jesus;Porto
388;Catarina Sousa;Aveiro
389;Carla Pereira;Braga
390;Miguel Oliveira;Coimbra
391;Bruno Alves;Viseu
392;Sofia Gomes;Faro
393;Catarina Rodrigues;Lisboa
394;Marta Oliveira;Porto
395;Paulo Costa;Coimbra
396;Luís Pinto;Leiria
397;João Marques;Viseu
398;Pedro Alves;Faro
399;Tiago Fernandes;Coimbra
400;Pedro Santos;Leiria
401;Pedro Jesus;Setúbal
402;Daniel Costa;Lisboa
403;Fábio Carvalho;Braga
404;Bruno Pinto;Faro
405;Marta Oliveira;Setúbal
406;Andreia Santos;Porto
407;Catarina Teixeira;Aveiro
408;Miguel Rodrigues;Braga
409;Fábio Martins;Viseu
410;Paulo Oliveira;Porto
411;Daniel Teixeira;Évora
412;Patrícia Teixeira;Porto
413;Maria Alves;Coimbra
414;Rui Marques;Porto
415;Paulo Martins;Aveiro
416;Andreia Silva;Évora
417;João Gonçalves;Leiria
418;Inês Ribeiro;Aveiro
419;Marta Pereira;Aveiro
420;Ana Sousa;Coimbra
421;Inês Gonçalves;Leiria
422;Inês Sousa;Leiria
423;Miguel Teixeira;Porto
424;Rui Alves;Porto
425;Andreia Rodrigues;Viseu
426;Ana Sousa;Viseu
427;Paulo Santos;Braga
428;Patrícia Fernandes;Leiria
429;Bruno Pereira;Coimbra
430;Paulo Gomes;Lisboa
431;João Ferreira;Setúbal
432;Catarina Teixeira;Setúbal
433;Fábio Silva;Évora
434;Andreia Carvalho;Lisboa
435;Rita Gonçalves;Setúbal
436;Rita Lopes;Braga
437;Rui Lopes;Setúbal
438;Paulo Gomes;Setúbal
439;Miguel Carvalho;Porto
440;Sofia Pereira;Porto
441;Sofia Gonçalves;Braga
442;Inês Gonçalves;Lisboa
443;Rui Fernandes;Aveiro
444;Ana Oliveira;Porto
445;Rita Martins;Leiria
446;Bruno Silva;Braga
447;Rita Rodrigues;Évora
448;Luís Gonçalves;Coimbra
449;Daniel Pereira;Leiria
450;Tiago Rodrigues;Faro
451;Fábio Ribeiro;Faro
452;Sofia Alves;Lisboa
453;Patrícia Oliveira;Leiria
454;Daniel Marques;Lisboa
455;Catarina Marques;Coimbra
456;Marta Gomes;Setúbal
457;Rui Sousa;Coimbra
458;Luís Teixeira;Porto
459;Marta Carvalho;Setúbal
460;Rita Gomes;Setúbal
461;Pedro Gonçalves;Viseu
462;Fábio Gonçalves;Lisboa
463;Tiago Oliveira;Braga
464;Bruno Alves;Évora
465;Fábio Santos;Braga
466;Andreia Lopes;Évora
467;Miguel Pereira;Viseu
468;Carla Gonçalves;Braga
469;João Oliveira;Braga
470;João Gonçalves;Braga
471;Ana Lopes;Coimbra
472;Luís Oliveira;Lisboa
473;Miguel Santos;Braga
474;Rui Marques;Viseu
475;João Sousa;Lisboa
476;Marta Carvalho;Viseu
477;Inês Costa;Lisboa
478;Carla Teixeira;Braga
479;João Rodrigues;Coimbra
480;Fábio Carvalho;Leiria
481;Sofia Teixeira;Faro
482;Paulo Jesus;Setúbal
483;Rita Silva;Faro
484;João Sousa;Évora
485;Catarina Santos;Setúbal
486;Daniel Marques;Leiria
487;Inês Sousa;Lisboa
488;Fábio Gonçalves;Lisboa
489;Pedro Santos;Lisboa
490;Carla Jesus;Leiria
491;Rui Ferreira;Lisboa
492;João Lopes;Braga
493;Paulo Carvalho;Aveiro
494;Sofia Costa;Faro
495;Patrícia Alves;Porto
496;João Oliveira;Porto
497;Ana Rodrigues;Faro
498;Luís Fernandes;Leiria
499;Daniel Pereira;Évora
500;Daniel Gomes;Viseu
501;João Oliveira;Coimbra
502;Patrícia Silva;Setúbal
503;Patrícia Gonçalves;Leiria
504;Paulo Rodrigues;Viseu
505;Sofia Rodrigues;Évora
506;Daniel Lopes;Setúbal
507;Andreia Oliveira;Braga
508;Carla Pereira;Setúbal
509;Fábio Costa;Setúbal
510;Maria Jesus;Leiria
511;Andreia Fernandes;Viseu
512;João Martins;Porto
513;Pedro Pinto;Setúbal
514;Rita Martins;Évora
515;Marta Carvalho;Faro
516;Luís Teixeira;Setúbal
517;Marta Alves;Aveiro
518;Tiago Marques;Coimbra
519;Carla Silva;Leiria
520;Andreia Lopes;Coimbra
521;Rui Ribeiro;Faro
522;Tiago Marques;Porto
523;Tiago Rodrigues;Setúbal
524;Carla Jesus;Setúbal
525;Paulo Jesus;Évora
526;Pedro Teixeira;Viseu
527;Tiago Marques;Braga
528;Catarina Sousa;Lisboa
529;Pedro Marques;Coimbra
530;Carla Fernandes;Viseu
531;Paulo Pinto;Évora
532;Inês Jesus;Aveiro
533;Catarina Rodrigues;Lisboa
534;Maria Rodrigues;Aveiro
535;Inês Lopes;Setúbal
536;Miguel Martins;Setúbal
537;Rita Costa;Faro
538;Paulo Gonçalves;Évora
539;Daniel Oliveira;Viseu
540;Fábio Pinto;Braga
541;Carla Rodrigues;Aveiro
542;Rita Gomes;Coimbra
543;Andreia Pereira;Porto
544;Bruno Pinto;Aveiro
545;Sofia Costa;Braga
546;Paulo Costa;Porto
547;Fábio Pinto;Évora
548;Inês Rodrigues;Coimbra
549;Carla Oliveira;Évora
550;Catarina Fernandes;Faro
551;Maria Santos;Évora
552;Patrícia Ferreira;Coimbra
553;Patrícia Costa;Porto
554;Daniel Silva;Leiria
555;Marta Silva;Braga
556;Carla Costa;Faro
557;Andreia Martins;Setúbal
558;Andreia Sousa;Aveiro
559;Rui Lopes;Braga
560;Pedro Ferreira;Porto
561;Miguel Ribeiro;Faro
562;Ana Alves;Setúbal
563;Patrícia Marques;Viseu
564;Marta Carvalho;Lisboa
565;Fábio Jesus;Setúbal
566;Sofia Alves;Leiria
567;Andreia Santos;Coimbra
568;Bruno Lopes;Braga
569;Rui Alves;Faro
570;Pedro Martins;Setúbal
571;Andreia Pereira;Viseu
572;Paulo Gonçalves;Faro
573;Daniel Gonçalves;Leiria
574;Patrícia Marques;Braga
575;Miguel Teixeira;Aveiro
576;Bruno Ferreira;Évora
577;Patrícia Ferreira;Faro
578;Marta Costa;Faro
579;Carla Costa;Braga
580;Catarina Ferreira;Coimbra
581;Inês Ferreira;Évora
582;Bruno Santos;Viseu
583;Ana Silva;Viseu
584;Inês Ribeiro;Évora
585;Miguel Carvalho;Leiria
586;Rui Rodrigues;Faro
587;Paulo Martins;Faro
588;Pedro Pereira;Porto
589;Maria Jesus;Aveiro
590;Daniel Santos;Porto
591;Miguel Gomes;Braga
592;Carla Teixeira;Porto
593;Patrícia Fernandes;Viseu
594;Carla Gomes;Coimbra
595;Catarina Pereira;Coimbra
596;Paulo Costa;Aveiro
597;Rui Gomes;Lisboa
598;Fábio Sousa;Coimbra
599;Marta Sousa;Porto
600;Sofia Ferreira;Braga
601;Sofia Costa;Aveiro
602;Daniel Pereira;Braga
603;Tiago Fernandes;Faro
604;Luís Costa;Leiria
605;Rui Carvalho;Viseu
606;Marta Oliveira;Porto
607;Luís Rodrigues;Braga
608;Sofia Silva;Porto
609;Bruno Gomes;Leiria
610;Tiago Lopes;Faro
611;Rita Alves;Faro
612;Carla Pereira;Coimbra
613;Patrícia Oliveira;Viseu
614;Inês Gomes;Lisboa
615;Inês Costa;Évora
616;Inês Santos;Aveiro
617;Tiago Jesus;Setúbal
618;Paulo Ferreira;Viseu
619;Rui Ribeiro;Porto
620;Maria Teixeira;Porto
621;Andreia Sousa;Coimbra
622;Andreia Pereira;Aveiro
623;Patrícia Pereira;Braga
624;Daniel Pinto;Aveiro
625;Bruno Marques;Évora
626;Catarina Costa;Faro
627;Miguel Santos;Viseu
628;Fábio Costa;Porto
629;Pedro Gonçalves;Porto
630;Rui Sousa;Braga
631;Inês Silva;Viseu
632;Rui Marques;Porto
633;Daniel Rodrigues;Évora
634;Inês Carvalho;Évora
635;Luís Marques;Évora
636;Catarina Ferreira;Aveiro
637;Carla Sousa;Viseu
638;Miguel Alves;Évora
639;João Costa;Lisboa
640;Andreia Silva;Porto
641;Patrícia Costa;Coimbra
642;Inês Martins;Porto
643;Daniel Santos;Braga
644;Rita Teixeira;Leiria
645;Rui Teixeira;Lisboa
646;Andreia Santos;Évora
647;Andreia Costa;Évora
648;Daniel Alves;Coimbra
649;Luís Carvalho;Leiria
650;Maria Marques;Coimbra
651;Maria Santos;Leiria
652;Patrícia Fernandes;Aveiro
653;Miguel Santos;Coimbra
654;Pedro Pinto;Coimbra
655;Fábio Ribeiro;Setúbal
656;Catarina Jesus;Lisboa
657;Miguel Fernandes;Leiria
658;Daniel Rodrigues;Viseu
659;Andreia Silva;Porto
660;Pedro Gonçalves;Faro
661;Paulo Santos;Braga
662;Miguel Costa;Braga
663;Catarina Ferreira;Braga
664;Fábio Pinto;Setúbal
665;Tiago Gonçalves;Leiria
666;Sofia Gonçalves;Porto
667;Marta Alves;Faro
668;Ana Ribeiro;Lisboa
669;Patrícia Martins;Setúbal
670;Maria Ferreira;Aveiro
671;João Sousa;Faro
672;Carla Ferreira;Setúbal
673;Andreia Teixeira;Aveiro
674;Miguel Rodrigues;Faro
675;Rui Marques;Setúbal
676;Luís Ribeiro;Viseu
677;Daniel Ribeiro;Setúbal
678;Marta Jesus;Coimbra
679;Catarina Fernandes;Braga
680;Maria Rodrigues;Porto
681;Marta Fernandes;Braga
682;Andreia Fernandes;Lisboa
683;Catarina Marques;Setúbal
684;Miguel Oliveira;Coimbra
685;Luís Ribeiro;Coimbra
686;Sofia Gonçalves;Lisboa
687;Bruno Oliveira;Évora
688;Luís Gomes;Faro
689;João Jesus;Leiria
690;Carla Ferreira;Lisboa
691;Luís Gomes;Faro
692;Tiago Carvalho;Coimbra
693;Inês Rodrigues;Aveiro
694;Marta Teixeira;Braga
695;Sofia Teixeira;Porto
696;Catarina Teixeira;Aveiro
697;Inês Costa;Setúbal
698;Marta Teixeira;Setúbal
699;Andreia Lopes;Évora
700;Paulo Rodrigues;Aveiro
701;Marta Lopes;Braga
702;Patrícia Carvalho;Coimbra
703;Bruno Gomes;Leiria
704;Bruno Oliveira;Coimbra
705;Marta Marques;Braga
706;Tiago Teixeira;Aveiro
707;Ana Teixeira;Viseu
708;Paulo Teixeira;Aveiro
709;Marta Pinto;Braga
710;Patrícia Ferreira;Setúbal
711;Paulo Costa;Porto
712;Tiago Gomes;Braga
713;Rita Teixeira;Coimbra
714;Fábio Silva;Braga
715;Paulo Rodrigues;Viseu
716;Paulo Ferreira;Setúbal
717;Carla Sousa;Faro
718;João Ribeiro;Viseu
719;Paulo Ribeiro;Lisboa
720;Rui Marques;Lisboa
721;Inês Lopes;Leiria
722;Pedro Ribeiro;Viseu
723;João Alves;Porto
724;Luís Jesus;Aveiro
725;Miguel Carvalho;Leiria
726;Carla Ferreira;Faro
727;Pedro Carvalho;Braga
728;Inês Marques;Évora
729;Paulo Gonçalves;Porto
730;Sofia Gonçalves;Aveiro
731;Pedro Alves;Lisboa
732;Rui Sousa;Setúbal
733;Maria Rodrigues;Braga
734;Fábio Carvalho;Coimbra
735;Tiago Martins;Leiria
736;Andreia Martins;Évora
737;Maria Fernandes;Aveiro
738;Luís Fernandes;Évora
739;Pedro Oliveira;Viseu
740;Daniel Fernandes;Leiria
741;Ana Pinto;Setúbal
742;Rita Gonçalves;Lisboa
743;Miguel Marques;Porto
744;Sofia Pereira;Braga
745;Maria Santos;Porto
746;Luís Oliveira;Aveiro
747;Patrícia Ribeiro;Viseu
748;Carla Lopes;Porto
749;Fábio Gonçalves;Évora
750;Carla Marques;Coimbra
751;Ana Jesus;Évora
752;Rui Pinto;Évora
753;Catarina Silva;Viseu
754;Rita Pereira;Évora
755;Marta Martins;Aveiro
756;Luís Rodrigues;Setúbal
757;Rita Ferreira;Lisboa
758;Paulo Santos;Porto
759;Daniel Gomes;Lisboa
760;Rui Silva;Porto
761;Ana Martins;Setúbal
762;Paulo Marques;Évora
763;Inês Pinto;Viseu
764;Bruno Oliveira;Aveiro
765;João Ribeiro;Braga
766;Maria Alves;Viseu
767;Carla Costa;Coimbra
768;Ana Carvalho;Faro
769;Marta Santos;Évora
770;Marta Pereira;Aveiro
771;Miguel Carvalho;Viseu
772;Maria Lopes;Lisboa
773;Paulo Fernandes;Porto
774;Fábio Silva;Évora
775;Sofia Jesus;Viseu
776;João Sousa;Faro
777;Inês Rodrigues;Faro
778;Pedro Ribeiro;Lisboa
779;Rui Ferreira;Braga
780;João Martins;Leiria
781;Daniel Sousa;Porto
782;João Carvalho;Aveiro
783;Catarina Costa;Braga
784;Rui Ferreira;Évora
785;Catarina Rodrigues;Braga
786;Sofia Santos;Viseu
787;João Gonçalves;Setúbal
788;Marta Oliveira;Porto
789;Maria Costa;Setúbal
790;Patrícia Rodrigues;Aveiro
791;Pedro Teixeira;Coimbra
792;Catarina Lopes;Faro
793;João Marques;Viseu
794;Luís Costa;Évora
795;Bruno Marques;Aveiro
796;Pedro Silva;Setúbal
797;Pedro Teixeira;Porto
798;Carla Santos;Porto
799;Pedro Gonçalves;Braga
800;Catarina Marques;Porto
801;Fábio Gomes;Faro
802;Sofia Silva;Lisboa
803;Maria Carvalho;Faro
804;Fábio Lopes;Évora
805;Bruno Ribeiro;Leiria
806;Miguel Teixeira;Setúbal
807;Bruno Teixeira;Setúbal
808;Paulo Oliveira;Aveiro
809;Rui Ferreira;Aveiro
810;Rui Martins;Leiria
811;Maria Silva;Lisboa
812;Sofia Fernandes;Porto
813;João Gonçalves;Leiria
814;Miguel Costa;Coimbra
815;Fábio Pereira;Coimbra
816;Rui Pinto;Lisboa
817;Catarina Gomes;Braga
818;Catarina Gonçalves;Setúbal
819;Maria Pereira;Faro
820;Inês Carvalho;Coimbra
821;Fábio Costa;Braga
822;Fábio Gonçalves;Faro
823;Fábio Sousa;Coimbra
824;Rui Fernandes;Porto
825;Daniel Alves;Faro
826;Carla Ribeiro;Braga
827;Pedro Teixeira;Leiria
828;Fábio Jesus;Leiria
829;Bruno Santos;Coimbra
830;Paulo Pereira;Braga
831;Fábio Carvalho;Coimbra
832;Miguel Oliveira;Porto
833;Paulo Sousa;Évora
834;Tiago Santos;Aveiro
835;Miguel Marques;Viseu
836;Tiago Silva;Coimbra
837;Rui Rodrigues;Aveiro
838;Pedro Sousa;Porto
839;Paulo Alves;Coimbra
840;Rui Oliveira;Setúbal
841;Luís Rodrigues;Lisboa
842;Inês Carvalho;Évora
843;Rui Silva;Viseu
844;Fábio Oliveira;Aveiro
845;Maria Costa;Leiria
846;Maria Carvalho;Évora
847;Rita Teixeira;Coimbra
848;Sofia Ferreira;Braga
849;Ana Ribeiro;Viseu
850;Pedro Gomes;Setúbal
851;Andreia Carvalho;Leiria
852;Paulo Gonçalves;Coimbra
853;Inês Pinto;Coimbra
854;Marta Carvalho;Setúbal
855;Tiago Martins;Viseu
856;Pedro Fernandes;Aveiro
857;Fábio Lopes;Porto
858;Miguel Oliveira;Lisboa
859;João Sousa;Coimbra
860;Tiago Gomes;Viseu
861;Daniel Pinto;Coimbra
862;Luís Teixeira;Faro
863;Daniel Pinto;Braga
864;Carla Oliveira;Braga
865;Rita Gomes;Coimbra
866;Maria Gomes;Viseu
867;Pedro Ribeiro;Évora
868;Bruno Ribeiro;Évora
869;Pedro Pinto;Aveiro
870;Rita Costa;Faro
871;Fábio Silva;Braga
872;Marta Sousa;Porto
873;Luís Lopes;Aveiro
874;Catarina Teixeira;Évora
875;Catarina Ferreira;Aveiro
876;Miguel Lopes;Viseu
877;Luís Gomes;Lisboa
878;Inês Ferreira;Porto
879;Carla Silva;Coimbra
880;Luís Gomes;Braga
881;Tiago Pinto;Faro
882;Maria Santos;Faro
883;João Ferreira;Braga
884;Miguel Fernandes;Lisboa
885;Rita Costa;Faro
886;Inês Silva;Lisboa
887;Ana Lopes;Coimbra
888;Bruno Pereira;Viseu
